Name,Lat,Long,Elevation,NZS1170SiteClass,Vs30_median,Sigmaln_Vs30,Q_Vs30,Vs30_Ref,T_median,sigmaln_T,Q_T,D_T,T_Ref,Z1.0_median,sigmaln_Z1.0,Q_Z1.0,Z1.0_Bedrock,Z1.0_Ref,Z2.5_median,sigmaln_Z2.5,Q_Z2.5,Z2.5_Ref,Reference_site,TopoT_median,Deeprock_T,,BH,CPT,Bedrock?,Liquefiable?,Soft Soils?,DH,XH,SW,HVSR,Gravity,Reflection,Other,
QRZ,-40.82552162,172.5291478,3,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Mn,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,325,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
QTPS,-45.03215591,168.6628861,178,D,270,0.2615,Q3,Foster et al. (2019) & Perrin et al. (2015),1.05,0.1,Q1,Mw,Manea et al. 2021 unpublished,78,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
RCBS,-43.557934,172.73265,200,C,433,0.2,Q3,NSHM 2021,0.15,0.2,Q2,Mw,Manea et al. 2021 unpublished,8,0.1,Q2,1,Kaiser et al. (2017),1725,0.3,Q3,NZVM (2021),0,0.5,0,,,,,,,,,,,,,,
RCS1,-41.53971,173.62927,1,D,324,0.3085,Q3,Foster et al. (2019) & Perrin et al. (2015),1.1,0.3,Q3,I,Kaiser et al. 2017,100,0.3,Q3,1,Kaiser et al. (2017),275,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
RCS2,-41.67229,174.07645,334,D,273,0.2615,Q3,Foster et al. (2019) & Perrin et al. (2015),1,0.3,Q3,I,Kaiser et al. 2017,50,0.3,Q3,1,Kaiser et al. (2017),1975,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
RDCS,-42.1196999,171.8643834,302,C,300,0.3435,Q3,Foster et al. (2019) & Perrin et al. (2015),0.5,0.1,Q1,Mw,Manea et al. 2021 unpublished,43,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
REHS,-43.52194686,172.6351465,628,E,155,0.05,Q1,Wotherspoon et al. 2015,4.99,0.1,Q1,Ms,Stolte et al. 2021,645,0.3,Q3,0,NZVM (2021),2575,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
RHBS,-43.571407,172.75693,226,B,900,0.2,Q3,Kaiser et al. 2014,0.05,0.1,Q1,Mw,Manea et al. 2021 unpublished,9,0.1,Q2,1,Kaiser et al. (2017),1675,0.3,Q3,NZVM (2021),0,0.45,0,,,,,,,,,,,,,,
RHSC,-43.536172,172.564404,480,D,286,0.05,Q1,Wotherspoon et al. 2015,5.2,0.1,Q1,Ma,Wotherspoon et al. 2015,445,0.3,Q3,0,NZVM (2021),1925,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
RKAC,-43.75146119,172.0231473,933,D,452,0.0496,Q1,Deschenes et al. (2018),6.04,0.1,Q1,I,Stolte et al. 2021,778,0,Q2,0,Deschenes et al. (2018),1825,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
ROLC,-43.59281802,172.3810928,198,D,447,0.145,Q1,Deschenes et al. (2018),5.89,0.1,Q1,I,Stolte et al. 2021,757,0,Q2,0,Deschenes et al. (2018),1425,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
ROPS,-38.13619491,176.2545045,27,D,264,0.353,Q3,Foster et al. (2019) & Perrin et al. (2015),0.8,0.3,Q3,I,Cousins et al. (1996),78,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),2475,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
RPCS,-38.43804089,176.3437545,2494,D,374,0.706,Q3,Foster et al. (2019),2,0.3,Q3,I,Cousins et al. (1996),183,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),1425,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
RPZ,-43.71460758,171.0538649,259,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Mn,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,325,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
RQGS,-41.2965279,174.7811541,65,D,246,0.05,Q1,Kaiser & Louie (2006),0.6,0.1,Q1,Mu,Taber & Richardson 1992,46,0.1,Q2,1,Hill et al. (2021),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
RRKS,-46.14743373,167.4725232,166,D,278,0.353,Q3,Foster et al. (2019) & Perrin et al. (2015),3.7,0.1,Q1,Mw,Manea et al. 2021 unpublished,73,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),525,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
RTZ,-38.61544,176.980518,158,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,425,0.5,Q3,NZVM (2021),0,0.18,0,,,,,,,,,,,,,,
RUAS,-38.14763675,177.0083136,341,C,298,0.3435,Q3,Foster et al. (2019) & Perrin et al. (2015),0.5,0.3,Q3,Mw,Unpub HVSR (Van Houtte),58,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SACS,-43.50674,172.61619,737,D,185,0.152,Q3,Foster et al. (2019),5.2,0.2,Q2,I,Stolte et al. 2021,645,0.3,Q3,0,NZVM (2021),3125,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SBRC,-43.8087033,172.25238,755,D,200,0.205,Q3,Foster et al. (2019),5.89,0.1,Q1,I,Stolte et al. 2021,425,0.3,Q3,0,NZVM (2021),2025,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SCAC,-42.93857277,172.921623,331,D,275,0.2805,Q3,Foster et al. (2019) & Perrin et al. (2015),0.9,0.2,Q2,Mw,Kaiser et al. (2013),73,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),1625,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SEAS,-41.326447,174.837638,29,C,305,0.011,Q1,Stolte et al. 2021 unpublished,0.3,0.2,Q2,I,Manea et al. 2021 unpublished,53,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SECF,-45.220665,166.884842,5,B,1000,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),15,0.3,Q3,1,NSHM (2021) ,375,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SEDS,-41.67229,174.07645,799,D,273,0.2615,Q3,Foster et al. (2019) & Perrin et al. (2015),1,0.3,Q3,I,Kaiser et al. 2017,50,0.3,Q3,1,Kaiser et al. (2017),1975,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SEVS,-41.246984,174.902163,623,D,209,0.1865,Q3,Foster et al. (2019) & Perrin et al. (2015),1.2,0.1,Q1,Ms,Manea et al. 2021 unpublished,246,0.1,Q2,1,Boon et al. (2010),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SHFC,-43.39115189,172.0257592,173,D,500,0.243,Q3,Foster et al. (2019),1.4,0.1,Q1,Mw,Stolte et al. 2021,65,0.3,Q3,1,NZVM (2021),375,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SHLC,-43.50533676,172.6633911,298,D,201,0.05,Q1,Wotherspoon et al. 2015,4.96,0.1,Q1,I,Stolte et al. 2021,675,0.3,Q3,0,NZVM (2021),2475,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SJFS,-42.33457593,172.1802864,3,C,294,0.3085,Q3,Foster et al. (2019) & Perrin et al. (2015),0.17,0.1,Q1,I,Manea et al. 2021 unpublished,48,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SKFS,-45.89862582,170.5097155,150,E,140,0.1,Q2,Barker 1996,0.69,0.164,Q1,I,Sangster 2020,50,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.3,Q3,NZVM (2021),0,0,1,,,,,,,,,,,,,,
SLRC,-43.67513,172.31752,194,D,327,0.0793,Q1,Deschenes et al. (2018),4.9,0.1,Q1,I,Stolte et al. 2021,590,0,Q2,0,Deschenes et al. (2018),1825,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SMHS,-43.26216,172.3363,919,D,500,0.243,Q3,Foster et al. (2019),5.46,0.1,Q1,I,Stolte et al. 2021,675,0.3,Q3,1,NZVM (2021),1825,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SMTC,-43.4675293,172.6138611,86,D,219,0.05,Q1,Wotherspoon et al. 2015,6.34,0.1,Q1,Ma,Stolte et al. 2021,695,0.3,Q3,0,NZVM (2021),3375,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SNZO,-41.308748,174.7042231,11,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,18,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),275,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
SOCS,-41.2043261,174.9159362,589,D,233,0.2085,Q3,Foster et al. (2019) & Perrin et al. (2015),1.35,0.2,Q2,I,Manea et al. 2021 unpublished,151,0.1,Q2,1,Boon et al. (2010),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SOMS,-41.25746,174.865,66,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SPFS,-43.33797027,171.9289382,327,D,500,0.243,Q3,Foster et al. (2019),0.7,0.1,Q1,Ms,Manea et al. 2021 unpublished,35,0.3,Q3,1,NZVM (2021),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SPRS,-43.3368,171.93008,60,D,500,0.243,Q3,Foster et al. (2019),0.69,0.1,Q1,Ms,Stolte et al. 2021,35,0.3,Q3,1,NZVM (2021),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
STAS,-43.51361,172.64112,98,D,180,0.172,Q3,Foster et al. (2019),5.3,0.2,Q2,I,Stolte et al. 2021,685,0.3,Q3,0,NZVM (2021),2675,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
STKS,-43.606541,172.644913,893,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Mw,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,1575,0.3,Q3,NZVM (2021),0,0.3,0,,,,,,,,,,,,,,
SUMS,-43.56921,172.75681,7,C,604,0.37,Q3,Foster et al. (2019) & Perrin et al. (2015),0.11,0.1,Q1,Mw,Manea et al. 2021 unpublished,21,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),1675,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SWNC,-43.36943258,172.4953554,296,D,546,0.043,Q1,Deschenes et al. (2018),6.68,0.1,Q1,I,Stolte et al. 2021,287,0,Q2,0,Deschenes et al. (2018),3825,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SYZ,-46.53689035,169.138823,4,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),575,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TAFS,-45.41667367,167.7191112,851,D,298,0.2,Q3,McVerry (2011),2.7,0.1,Q1,I,Manea et al. 2021 unpublished,200,0.5,Q3,1,Kaiser et al. (2017),1325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TAIS,-41.18038403,174.9547719,427,D,510,0.52,Q1,Stolte et al. 2021 unpublished,0.69,0.1,Q1,Mw,Stolte et al. 2021 unpublished,42,0.686,Q2,1,Stolte et al. (2021) unpublished,275,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TBAS,-38.3728037,178.3007786,160,D,215,0.214,Q3,Foster et al. (2019) & Perrin et al. (2015),1,0.113,Q1,Mw,Wotherspoon et al. 2021 unpublished,118,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),8925,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TBCS,-37.70269658,176.1566748,6,D,209,0.039,Q1,Stolte et al. 2021 unpublished,1.15,0.12,Q2,I,Stolte et al. 2021 unpublished,141,0.229,Q2,1,Stolte et al. 2021 unpublished,775,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TCW,-41.21036472,174.2763281,50,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,275,0.5,Q3,NZVM (2021),0,0.25,0,,,,,,,,,,,,,,
TDHS,-37.63331992,178.3653717,721,C,214,0.212,Q3,Foster et al. (2019) & Perrin et al. (2015),0.21,0.1,Q1,I,Manea et al. 2021 unpublished,68,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),4225,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TEPS,-41.29058776,174.7810642,323,D,292,0.15,Q1,Vantassel & Cox 2018,0.99,0.1,Q1,Ms,Kaiser et al 2019,103,0.1,Q2,1,Hill et al. (2021),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TFSS,-41.27542742,174.7830542,21,D,271,0.01,Q1,Site Investigations (2023),1.73,0.2,Q2,Mw,Kaiser et al 2019,157,0.1,Q2,1,Hill et al. (2021),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
THHS,-39.67995471,175.7955932,194,C,466,0.26,Q3,Foster et al. (2019) & Perrin et al. (2015),0.25,0.1,Q1,I,Manea et al. 2021 unpublished,58,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
THPS,-39.67676466,175.8014033,301,D,285,0.362,Q3,Foster et al. (2019) & Perrin et al. (2015),1,0.3,Q3,I,Kaiser et al. 2017,73,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
THZ,-41.76247413,172.9052183,5,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Mn,Manea et al. 2021 unpublished,28,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),275,0.3,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
TIRS,-38.46891053,175.9097091,374,C,600,0.2,Q3,Cousins et al. (2006),0.55,0.1,Q1,I,Manea et al. 2021 unpublished,33,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),1425,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TKAS,-44.013314,170.460576,379,D,308,0.284,Q3,Foster et al. (2019) & Perrin et al. (2015),0.6,0.3,Q3,I,Kaiser et al. 2017,60,0.5,Q3,1,Kaiser et al. (2017),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TKHS,-38.33280618,175.1555504,32,C,279,0.3285,Q3,Foster et al. (2019) & Perrin et al. (2015),0.36,0.1,Q1,I,Manea et al. 2021 unpublished,48,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),925,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TMBS,-46.07183991,170.1957102,19,C,295,0.3585,Q3,Foster et al. (2019) & Perrin et al. (2015),0.45,0.1,Q1,I,Manea et al. 2021 unpublished,40,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TMDS,-41.07808378,175.1554398,72,B,800,0.2,Q3,NSHM 2021,0.05,0.3,Q3,Mw,NSHM (2021),10,0.5,Q3,1,Kaiser et al. (2017),325,0.5,Q3,NZVM (2021),0,0.35,0,,,,,,,,,,,,,,
TMHS,-37.13968503,175.5465195,399,C,459,0.227,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.2,Q2,I,Manea et al. 2021 unpublished,20,0.3,Q3,1,Kaiser et al. (2017),1225,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TOKS,-43.82243,172.78084,581,B,674,0.32,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),3,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),1925,0.3,Q3,NZVM (2021),0,0.11,0,,,,,,,,,,,,,,
TOTS,-41.10492,175.08539,431,D,500,0.2,Q3,NSHM 2021,1,0.3,Q3,I,Kaiser et al. 2017,22,0.1,Q2,1,Hill et al. (2018),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TOZ,-37.73095563,175.5018468,802,B,800,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),0,0.3,Q3,1,Kaiser et al. (2017),375,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TPLC,-43.54999716,172.4719542,278,D,398,0.112,Q1,Deschenes et al. (2018),5.46,0.1,Q1,I,Stolte et al. 2021,787,0,Q2,0,Deschenes et al. (2018),1475,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TPPS,-38.68632513,176.0674702,301,C,454,0.2,Q3,McVerry (2011),0.15,0.3,Q3,Mw,Unpub HVSR (Van Houtte),43,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),2125,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TRCS,-44.40281631,171.2444437,852,C,498,0.3605,Q3,Foster et al. (2019) & Perrin et al. (2015),0.15,0.2,Q2,I,Manea et al. 2021 unpublished,25,0.3,Q3,1,Kaiser et al. (2017),1975,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TRMS,-40.671276,175.990997,48,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,29,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),625,0.5,Q3,NZVM (2021),0,0.33,0,,,,,,,,,,,,,,
TRTS,-41.2987,174.7739,551,C,270,0.232,Q3,Foster et al. (2019) & Perrin et al. (2015),0.28,0.1,Q1,I,Manea et al. 2021 unpublished,29,0.1,Q2,1,Hill et al. (2021),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TSFS,-40.84942291,172.8211014,76,C,380,0.486,Q3,Foster et al. (2019),0.33,0.1,Q1,Ms,Manea et al. 2021 unpublished,23,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TSZ,-40.0585531,175.9611239,335,B,800,0.2,Q3,NSHM 2021,0.05,0.3,Q3,Mw,NSHM (2021),0,0.5,Q3,1,Kaiser et al. (2017),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TTHS,-38.98629053,175.8150361,1,D,263,0.3565,Q3,Foster et al. (2019) & Perrin et al. (2015),1,0.3,Q3,I,Kaiser et al. 2017,83,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),1475,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TUDS,-38.807,177.150433,11,C,327,0.355,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),31,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),1375,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TUHS,-38.8641168,175.2483096,182,D,590,0.4185,Q3,Foster et al. (2019) & Perrin et al. (2015),0.63,0.1,Q1,Ms,Manea et al. 2021 unpublished,33,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),1125,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TUZ,-45.95397485,169.6311433,4,B,745,0.266,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,Mn,Manea et al. 2021 unpublished,33,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
TWAS,-44.25458909,170.0983395,12,D,247,0.356,Q3,Foster et al. (2019) & Perrin et al. (2015),1.3,0.1,Q1,Mw,Manea et al. 2021 unpublished,178,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
UHCS,-41.12681462,175.0409381,3,D,390,0.025,Q1,Stolte et al. 2021 unpublished,2,0.2,Q2,Mw,Unpub HVSR (Van Houtte),136,0.295,Q2,0,Stolte et al. (2021) unpublished,325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
UHSS,-41.12638,175.06509,19,D,481,0.027,Q1,Stolte et al. 2021 unpublished,0.9,0.13,Q2,Mw,Stolte et al. 2021 unpublished,104,0.177,Q2,1,Stolte et al. (2021) unpublished,325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
URZ,-38.25924909,177.1108945,12,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Mn,Manea et al. 2021 unpublished,0,0.5,Q3,1,Kaiser et al. (2017),275,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
UTKS,-39.74637494,175.8377689,47,C,319,0.3825,Q3,Foster et al. (2019) & Perrin et al. (2015),0.33,0.1,Q1,I,Manea et al. 2021 unpublished,53,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
VRZ,-39.12434088,174.7584526,223,B,673,0.289,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,Mn,Manea et al. 2021 unpublished,33,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),1225,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
VUWS,-41.279854,174.778399,945,D,286,0.098,Q1,Vantassel & Cox 2018,0.87,0.2,Q2,Mw,Kaiser et al. 2019,70,0.32,Q2,1,Vantassel & Cox (2018),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WAIS,-38.63246,176.0937,1587,B,674,0.32,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),28,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),2025,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WAKC,-42.96310283,172.7052401,1714,D,300,0.3435,Q3,Foster et al. (2019) & Perrin et al. (2015),0.8,0.3,Q3,Ms,Kaiser et al. (2013),73,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),675,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WAKS,-39.77272767,176.2516786,60,C,418,0.2805,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),36,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),1275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WANS,-41.23121,174.93102,624,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Ms,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,275,0.5,Q3,NZVM (2021),0,0.2,0,,,,,,,,,,,,,,
WAZ,-39.75464442,174.9855329,1427,B,690,0.2,Q3,Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,41,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),1525,0.5,Q3,NZVM (2021),0,0.5,1,,,,,,,,,,,,,,
WBCS,-41.75566052,171.5998118,3,D,215,0.221,Q3,Foster et al. (2019) & Perrin et al. (2015),2.8,0.2,Q2,Mw,Unpub HVSR (Van Houtte),85,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WBFS,-40.40088128,176.311147,81,B,800,0.2,Q3,Cousins et al. (2006),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,24,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WCDS,-39.93363836,175.047993,817,D,250,0.2,Q3,McVerry (2011),1.2,0.1,Q1,Mw,Manea et al. 2021 unpublished,88,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),3625,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WCSS,-43.45775,171.86346,13,C,300,0.3435,Q3,Foster et al. (2019) & Perrin et al. (2015),0.31,0.1,Q1,Mw,Stolte et al. 2021,48,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WDAS,-41.25739739,174.9484664,4,E,120,0.05,Q1,Stephenson & Barker 1992,1.25,0.1,Q1,Mu,Manea et al. 2021 unpublished,62,0.1,Q2,1,Kaiser et al. (2017),275,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WDFS,-41.82739874,174.1384237,1459,D,269,0.3035,Q3,Foster et al. (2019) & Perrin et al. (2015),0.7,0.3,Q3,Mn,Unpub HVSR (Kaiser),60,0.3,Q3,1,Kaiser et al. (2017),5175,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WDPS,-40.33821894,175.8698017,130,D,290,0.2,Q3,McVerry (2011),1.8,0.11,Q2,Mw,Unpub HVSR (Van Houtte),83,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WEL,-41.28404758,174.768184,1421,B,687,0.2705,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,Mw,NSHM (2021),0,0.1,Q2,1,Kaiser et al. (2017),325,0.5,Q3,NZVM (2021),0,0.3,0,,,,,,,,,,,,,,
WEMS,-41.27428738,174.7792642,55,D,265,0.05,Q1,Kaiser & Louie (2006),0.98,0.2,Q2,Mw,Kaiser et al 2019,128,0.1,Q2,1,Hill et al. (2021),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WFSS,-39.03424496,177.4249057,42,D,155,0.1,Q2,Barker 1994,1,0.1,Q1,I,Manea et al. 2021 unpublished,98,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),8825,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WHAS,-43.315994,170.32675,296,C,271,0.2705,Q3,Foster et al. (2019) & Perrin et al. (2015),0.15,0.2,Q2,I,Manea et al. 2021 unpublished,48,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WHFS,-43.261164,170.359029,4,D,235,0.3585,Q3,Foster et al. (2019) & Perrin et al. (2015),2.4,0.1,Q1,I,Manea et al. 2021 unpublished,63,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
